,Fiyat,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Yapı Durumu,Tapu Durumu,Eşya Durumu,Site İçerisinde,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yatırıma Uygunluk,Banyo Sayısı,Balkon Sayısı,WC Sayısı,Sehir,Ilce,Mahalle
35428,8000000,4,7,Merkezi Doğalgaz,Krediye Uygun,,,Boş,Hayır,150,21 Ve Üzeri,7,Kiracı Oturuyor,,2,,,İstanbul,Şişli,Mecidiyeköy Mahallesi
35429,8000000,4,6,Merkezi Doğalgaz,Krediye Uygun,,,Boş,Hayır,150,21 Ve Üzeri,7,Kiracı Oturuyor,,2,,,İstanbul,Şişli,Mecidiyeköy Mahallesi
35430,2600000,4,4,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,110,16-20,6,Boş,,2,,,İstanbul,Şişli,Gülbahar Mahallesi
35431,1150000,3,0,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,95,11-15,6,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Mecidiyeköy Mahallesi
35432,5900000,4,5,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,125,5-10,5,Boş,,2,1.0,,İstanbul,Şişli,Paşa Mahallesi
35433,2950000,3,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,80,21 Ve Üzeri,4,Kiracı Oturuyor,,1,,,İstanbul,Şişli,19 Mayıs Mahallesi
35434,4500000,4,4,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,90,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,1,,,İstanbul,Şişli,Bozkurt Mahallesi
35435,4200000,4,1,Kombi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,,Hayır,75,21 Ve Üzeri,4,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Meşrutiyet Mahallesi
35436,2700000,4,3,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,125,21 Ve Üzeri,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Yayla Mahallesi
35437,1990000,3,-1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,90,2,5,Boş,,1,,,İstanbul,Şişli,Mahmut Şevket Paşa Mahallesi
35438,2700000,3,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,90,11-15,6,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Feriköy Mahallesi
35439,1500000,2,-1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,65,11-15,4,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Eskişehir Mahallesi
35440,4500000,4,3,Merkezi Doğalgaz,Krediye Uygun,,,,Hayır,90,21 Ve Üzeri,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Halaskargazi Mahallesi
35441,1800000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,80,3,6,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Yayla Mahallesi
35442,7999999,4,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,210,21 Ve Üzeri,7,Boş,,1,,1.0,İstanbul,Şişli,Cumhuriyet Mahallesi
35443,2600000,3,1,Kombi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,Boş,Hayır,70,21 Ve Üzeri,4,Kiracı Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Şişli,Feriköy Mahallesi
35444,4500000,3,4,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,,Hayır,100,11-15,8,Kiracı Oturuyor,Yatırıma Uygun,2,1.0,1.0,İstanbul,Şişli,Paşa Mahallesi
35445,4250000,2,4,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,,Evet,90,11-15,8,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Paşa Mahallesi
35446,2600000,3,1,Kombi Doğalgaz,,İkinci El,Arsa Tapulu,,Hayır,85,21 Ve Üzeri,4,Boş,Yatırıma Uygun,1,1.0,1.0,İstanbul,Şişli,Gülbahar Mahallesi
35447,7999999,4,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,210,21 Ve Üzeri,7,Boş,,1,,,İstanbul,Şişli,Cumhuriyet Mahallesi
35448,2570000,2,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,60,5-10,5,Kiracı Oturuyor,Yatırıma Uygun,2,,1.0,İstanbul,Şişli,Duatepe Mahallesi
35450,3900000,3,-1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,Boş,Hayır,110,11-15,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,2,,1.0,İstanbul,Şişli,Paşa Mahallesi
35451,2100000,3,4,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,Boş,Hayır,90,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,1,1.0,1.0,İstanbul,Şişli,Eskişehir Mahallesi
35452,3000000,3,5,Kat Kaloriferi,Krediye Uygun,,,Boş,Hayır,87,21 Ve Üzeri,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Eskişehir Mahallesi
35453,3500000,3,4,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,85,5-10,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Paşa Mahallesi
35454,2000000,2,-1,Kombi Doğalgaz,Krediye Uygun,,Kat İrtifakı,Boş,Hayır,65,5-10,6,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Mecidiyeköy Mahallesi
35455,1750000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Eşyalı,Hayır,70,5-10,5,Boş,,1,,,İstanbul,Şişli,Mecidiyeköy Mahallesi
35456,2750000,3,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,80,21 Ve Üzeri,5,Boş,Yatırıma Uygun,1,1.0,1.0,İstanbul,Şişli,Paşa Mahallesi
35457,1050000,2,-2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,75,3,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Paşa Mahallesi
35459,3250000,4,6,Kombi Doğalgaz,Krediye Uygun,İkinci El,Arsa Tapulu,Boş,Hayır,152,16-20,7,Kiracı Oturuyor,Yatırıma Uygun,1,2.0,1.0,İstanbul,Şişli,Gülbahar Mahallesi
35460,6500000,4,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,132,21 Ve Üzeri,12,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Meşrutiyet Mahallesi
35461,4200000,3,4,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,100,21 Ve Üzeri,6,Mülk Sahibi Oturuyor,,1,,,İstanbul,Şişli,Fulya Mahallesi
35463,2150000,3,4,Isıtma Yok,Krediye Uygun,İkinci El,Arsa Tapulu,Boş,Hayır,75,21 Ve Üzeri,4,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Bozkurt Mahallesi
35464,3450000,3,5,Merkezi Doğalgaz,Krediye Uygun,,,Boş,Hayır,90,16-20,6,Kiracı Oturuyor,,1,,,İstanbul,Şişli,19 Mayıs Mahallesi
35466,2150000,3,4,Kombi Doğalgaz,Krediye Uygun Değil,İkinci El,Arsa Tapulu,Boş,Hayır,100,21 Ve Üzeri,4,Boş,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Bozkurt Mahallesi
35467,2150000,3,4,Kombi Doğalgaz,Krediye Uygun Değil,İkinci El,Arsa Tapulu,Boş,Hayır,73,21 Ve Üzeri,4,Boş,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Bozkurt Mahallesi
35468,5500000,4,4,Merkezi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Hayır,95,21 Ve Üzeri,4,Kiracı Oturuyor,,1,2.0,,İstanbul,Şişli,Feriköy Mahallesi
35469,4600000,5,10,Merkezi (Pay Ölçer),Krediye Uygun,,,Boş,Evet,140,21 Ve Üzeri,13,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Mecidiyeköy Mahallesi
35470,2625000,3,2,Kombi Doğalgaz,Krediye Uygun Değil,İkinci El,Arsa Tapulu,,Hayır,110,21 Ve Üzeri,7,Boş,,1,1.0,1.0,İstanbul,Şişli,Gülbahar Mahallesi
35471,3900000,3,2,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Hayır,110,21 Ve Üzeri,4,Boş,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Eskişehir Mahallesi
35472,1800000,3,2,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,57,5-10,8,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Gülbahar Mahallesi
35473,2900000,3,3,Kombi Doğalgaz,Krediye Uygun,,Kat İrtifakı,Boş,Hayır,95,16-20,6,Kiracı Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Şişli,19 Mayıs Mahallesi
35474,2230000,3,-1,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,65,5-10,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Halide Edip Adıvar Mahallesi
35475,4100000,4,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,,Hayır,115,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,2.0,2.0,İstanbul,Şişli,Gülbahar Mahallesi
35476,2800000,4,1,Kombi Doğalgaz,Krediye Uygun Değil,İkinci El,Arsa Tapulu,Boş,Hayır,115,21 Ve Üzeri,11,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,1.0,2.0,İstanbul,Şişli,Gülbahar Mahallesi
35477,2750000,2,-1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,75,0 (Yeni),6,Boş,,1,,,İstanbul,Şişli,Feriköy Mahallesi
35479,1375000,3,-2,Kombi Doğalgaz,Krediye Uygun,,,Eşyalı,Hayır,65,4,7,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Mecidiyeköy Mahallesi
35480,1990000,2,-1,Merkezi Doğalgaz,Krediye Uygun,Sıfır,Kat Mülkiyeti,Eşyalı,Hayır,75,5-10,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,,,İstanbul,Şişli,Kuştepe Mahallesi
35481,3500000,3,1,Merkezi Doğalgaz,Krediye Uygun,,,Boş,Hayır,110,21 Ve Üzeri,5,Boş,,1,,,İstanbul,Şişli,Eskişehir Mahallesi
35482,5300000,4,-1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,100,0 (Yeni),5,Kiracı Oturuyor,,2,,,İstanbul,Şişli,Merkez Mahallesi
35483,1650000,3,-1,Merkezi (Pay Ölçer),Krediye Uygun,,,Eşyalı,Hayır,75,5-10,6,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Gülbahar Mahallesi
35484,3250000,6,3,Kombi Doğalgaz,Krediye Uygun,,,Eşyalı,Hayır,190,5-10,4,Kiracı Oturuyor,,2,,,İstanbul,Şişli,Mecidiyeköy Mahallesi
35485,1800000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Eşyalı,Hayır,109,5-10,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Kuştepe Mahallesi
35486,1750000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Eşyalı,Hayır,70,5-10,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Mecidiyeköy Mahallesi
35487,2300000,3,1,Kombi Doğalgaz,,İkinci El,Kat Mülkiyeti,Boş,Hayır,85,21 Ve Üzeri,4,Boş,Yatırıma Uygun,1,1.0,1.0,İstanbul,Şişli,Mecidiyeköy Mahallesi
35488,4250000,3,6,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,120,21 Ve Üzeri,6,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Eskişehir Mahallesi
35489,1750000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Eşyalı,Hayır,70,5-10,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Mecidiyeköy Mahallesi
35490,1730000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,105,5-10,6,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Paşa Mahallesi
35491,1830000,3,-1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,95,5-10,6,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Paşa Mahallesi
35492,2350000,2,2,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,65,5-10,5,Boş,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Eskişehir Mahallesi
35493,8000000,4,1,Yerden Isıtma,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Evet,185,21 Ve Üzeri,6,Kiracı Oturuyor,,2,,,İstanbul,Şişli,Meşrutiyet Mahallesi
35494,1775000,2,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,80,5-10,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Paşa Mahallesi
35495,1750000,2,1,Kombi Doğalgaz,Krediye Uygun,,,Eşyalı,Hayır,80,5-10,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Eskişehir Mahallesi
35496,2500000,3,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,75,21 Ve Üzeri,6,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Merkez Mahallesi
35497,2950000,3,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,110,3,3,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Kuştepe Mahallesi
35498,5750000,2,3,Yerden Isıtma,Krediye Uygun,,Kat Mülkiyeti,Eşyalı,Hayır,75,21 Ve Üzeri,3,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Halaskargazi Mahallesi
35499,7300000,4,3,Kombi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,,Hayır,140,21 Ve Üzeri,3,Boş,,1,,,İstanbul,Şişli,Meşrutiyet Mahallesi
35500,6950000,4,6,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,,Hayır,180,21 Ve Üzeri,6,Boş,,1,,,İstanbul,Şişli,Merkez Mahallesi
35501,5250000,4,3,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,130,11-15,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Halide Edip Adıvar Mahallesi
35502,6000000,5,4,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,225,5-10,5,Kiracı Oturuyor,,2,,,İstanbul,Şişli,Paşa Mahallesi
35503,2850000,4,0,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,220,0 (Yeni),5,Boş,,2,,,İstanbul,Şişli,Yayla Mahallesi
35504,3150000,4,-1,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,155,5-10,5,Kiracı Oturuyor,,2,,,İstanbul,Şişli,Paşa Mahallesi
35505,2000000,2,4,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,70,4,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Yayla Mahallesi
35506,2980000,3,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,100,5-10,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Paşa Mahallesi
35507,2500000,2,4,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,65,21 Ve Üzeri,4,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Fulya Mahallesi
35508,3000000,4,5,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,140,16-20,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Paşa Mahallesi
35509,1800000,3,-1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,90,2,5,Boş,,1,,,İstanbul,Şişli,Mahmut Şevket Paşa Mahallesi
35510,2000000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,60,5-10,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Yayla Mahallesi
35511,5400000,5,4,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,144,5-10,4,Kiracı Oturuyor,,2,,,İstanbul,Şişli,Mahmut Şevket Paşa Mahallesi
35512,9250000,3,4,Yerden Isıtma,Krediye Uygun,,,Boş,Hayır,100,2,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Merkez Mahallesi
35513,2225000,3,2,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,90,4,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Paşa Mahallesi
35514,1950000,2,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,60,5-10,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Paşa Mahallesi
35515,2700000,3,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,90,5-10,4,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Paşa Mahallesi
35516,10000000,4,0,Kombi Doğalgaz,Krediye Uygun,,,Boş,Evet,140,21 Ve Üzeri,6,Kiracı Oturuyor,,2,,,İstanbul,Şişli,Merkez Mahallesi
35517,2500000,3,1,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,85,5-10,6,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Paşa Mahallesi
35518,5450000,7,3,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,185,21 Ve Üzeri,5,Kiracı Oturuyor,,3,,,İstanbul,Şişli,Kuştepe Mahallesi
35519,2100000,3,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,80,3,3,Kiracı Oturuyor,,1,,1.0,İstanbul,Şişli,Eskişehir Mahallesi
35520,2100000,2,-1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,70,2,8,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Kuştepe Mahallesi
35522,2850000,2,0,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,80,21 Ve Üzeri,4,Boş,,1,,,İstanbul,Şişli,Fulya Mahallesi
35523,5200000,3,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,95,5-10,4,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Halil Rıfat Paşa Mahallesi
35526,2500000,2,1,Kombi Doğalgaz,Krediye Uygun,,,Boş,Hayır,60,21 Ve Üzeri,6,Kiracı Oturuyor,,1,,1.0,İstanbul,Şişli,Feriköy Mahallesi
35527,8500000,4,5,Kombi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,Boş,Hayır,140,5-10,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,2,,,İstanbul,Şişli,Esentepe Mahallesi
35528,2150000,3,0,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,65,5-10,5,Boş,,1,,,İstanbul,Şişli,Esentepe Mahallesi
35529,7290000,2,34,Merkezi (Pay Ölçer),Krediye Uygun,İkinci El,Kat Mülkiyeti,,Evet,90,5-10,45,Boş,,1,,,İstanbul,Şişli,Cumhuriyet Mahallesi
35530,8200000,5,2,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,200,21 Ve Üzeri,5,Boş,Yatırıma Uygun,2,,,İstanbul,Şişli,Teşvikiye Mahallesi
35531,1800000,2,1,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,75,2,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Mecidiyeköy Mahallesi
35532,8000000,4,5,Kombi Doğalgaz,Krediye Uygun Değil,İkinci El,Arsa Tapulu,Boş,Hayır,172,16-20,6,Kiracı Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Şişli,Gülbahar Mahallesi
35533,2700000,3,7,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,80,16-20,7,Boş,,1,,,İstanbul,Şişli,Fulya Mahallesi
35534,10500000,5,4,Merkezi (Pay Ölçer),Krediye Uygun,Yapım Aşamasında,,Boş,Hayır,218,0 (Yeni),5,Boş,,2,,,İstanbul,Şişli,Merkez Mahallesi
35535,1850000,3,0,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Eşyalı,Hayır,75,4,6,Kiracı Oturuyor,Yatırıma Uygun,1,,,İstanbul,Şişli,Mecidiyeköy Mahallesi
35536,1960000,3,1,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat Mülkiyeti,Eşyalı,Hayır,75,0 (Yeni),3,Boş,Yatırıma Uygun,1,,,İstanbul,Şişli,Mecidiyeköy Mahallesi
35537,4000000,3,2,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,90,5-10,5,Boş,Yatırıma Uygun,1,,,İstanbul,Şişli,Mecidiyeköy Mahallesi
35538,3400000,4,2,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,120,16-20,8,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Esentepe Mahallesi
35539,2500000,3,1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,80,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Eskişehir Mahallesi
35540,1850000,1,1,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,60,3,6,Boş,,1,,,İstanbul,Şişli,Kuştepe Mahallesi
35541,3900000,3,3,Merkezi Doğalgaz,Krediye Uygun,,,,Hayır,85,21 Ve Üzeri,3,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Feriköy Mahallesi
35542,3100000,3,2,Kombi Doğalgaz,Krediye Uygun,,Kat İrtifakı,,Hayır,93,11-15,6,Mülk Sahibi Oturuyor,,1,1.0,1.0,İstanbul,Şişli,Mecidiyeköy Mahallesi
35543,6500000,5,2,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,180,21 Ve Üzeri,4,Boş,,1,,,İstanbul,Şişli,Gülbahar Mahallesi
35544,6500000,3,3,Kombi Doğalgaz,Krediye Uygun,,Kat Mülkiyeti,Boş,Hayır,75,21 Ve Üzeri,3,Kiracı Oturuyor,,1,,1.0,İstanbul,Şişli,Esentepe Mahallesi
35545,2500000,3,5,Kombi Doğalgaz,Krediye Uygun,İkinci El,,Eşyalı,Hayır,90,21 Ve Üzeri,5,Mülk Sahibi Oturuyor,,1,,,İstanbul,Şişli,Paşa Mahallesi
35547,8250000,4,1,Kombi Doğalgaz,Krediye Uygun Değil,,,Boş,Hayır,135,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,,1,,,İstanbul,Şişli,Meşrutiyet Mahallesi
35548,10200000,2,6,Merkezi (Pay Ölçer),Krediye Uygun,,Kat Mülkiyeti,Boş,Hayır,80,4,48,Boş,,1,,,İstanbul,Şişli,Cumhuriyet Mahallesi
35549,4250000,3,5,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,120,11-15,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Esentepe Mahallesi
35550,2500000,2,1,Merkezi (Pay Ölçer),Krediye Uygun,İkinci El,,,Hayır,105,21 Ve Üzeri,8,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Merkez Mahallesi
35551,4650000,5,4,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,130,5-10,5,Mülk Sahibi Oturuyor,,2,,,İstanbul,Şişli,Mahmut Şevket Paşa Mahallesi
35552,3600000,3,2,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,92,5-10,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Mahmut Şevket Paşa Mahallesi
35553,2400000,2,1,Kombi Doğalgaz,Krediye Uygun,,,,Hayır,75,5-10,5,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Mahmut Şevket Paşa Mahallesi
35554,4250000,3,5,Kombi Doğalgaz,,İkinci El,,,Hayır,120,21 Ve Üzeri,5,Boş,,2,,,İstanbul,Şişli,Bozkurt Mahallesi
35555,4100000,5,5,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,140,21 Ve Üzeri,5,Boş,,2,,,İstanbul,Şişli,Duatepe Mahallesi
35556,4200000,4,5,Kombi Doğalgaz,,İkinci El,,,Hayır,140,21 Ve Üzeri,5,Boş,,2,,,İstanbul,Şişli,Eskişehir Mahallesi
35557,8900000,3,4,Merkezi (Pay Ölçer),,,,,Evet,109,11-15,44,Boş,,2,,,İstanbul,Şişli,Cumhuriyet Mahallesi
35558,8500000,2,11,Merkezi (Pay Ölçer),,,,,Evet,86,11-15,44,Boş,,1,,,İstanbul,Şişli,Cumhuriyet Mahallesi
35559,1500000,3,3,Kombi Doğalgaz,Krediye Uygun Değil,İkinci El,Arsa Tapulu,Boş,Hayır,73,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,,1,,1.0,İstanbul,Şişli,Eskişehir Mahallesi
35560,1900000,3,-1,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat İrtifakı,Boş,Hayır,60,5-10,5,Kiracı Oturuyor,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Mahmut Şevket Paşa Mahallesi
35561,1750000,3,1,Kombi Doğalgaz,Krediye Uygun Değil,İkinci El,Arsa Tapulu,,Hayır,75,21 Ve Üzeri,3,Mülk Sahibi Oturuyor,,1,,1.0,İstanbul,Şişli,Paşa Mahallesi
35562,2350000,3,5,Kombi Doğalgaz,Krediye Uygun Değil,İkinci El,Arsa Tapulu,,Hayır,110,11-15,6,Boş,,1,,1.0,İstanbul,Şişli,İzzet Paşa Mahallesi
35563,7495000,5,5,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,145,5-10,5,Mülk Sahibi Oturuyor,Yatırıma Uygun,2,2.0,2.0,İstanbul,Şişli,Paşa Mahallesi
35565,7400000,3,2,Kombi Doğalgaz,Krediye Uygun,Sıfır,Kat Mülkiyeti,,Hayır,75,0 (Yeni),6,Boş,Yatırıma Uygun,1,,1.0,İstanbul,Şişli,Halil Rıfat Paşa Mahallesi
35566,5000000,3,4,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Boş,Hayır,90,21 Ve Üzeri,4,Kiracı Oturuyor,Yatırıma Uygun,1,1.0,1.0,İstanbul,Şişli,19 Mayıs Mahallesi
35567,6250000,3,2,Kombi Doğalgaz,Krediye Uygun,İkinci El,,Eşyalı,Hayır,120,16-20,6,Mülk Sahibi Oturuyor,,2,,,İstanbul,Şişli,Esentepe Mahallesi
35568,5200000,2,4,Klimalı,Krediye Uygun,İkinci El,,,Hayır,110,11-15,8,Boş,,1,,,İstanbul,Şişli,Merkez Mahallesi
35569,4500000,4,3,Kombi Doğalgaz,Krediye Uygun,İkinci El,,,Hayır,105,11-15,6,Kiracı Oturuyor,,1,,,İstanbul,Şişli,Paşa Mahallesi
35570,6100000,3,2,Kombi Doğalgaz,Krediye Uygun,İkinci El,Kat Mülkiyeti,Eşyalı,Hayır,120,16-20,6,Mülk Sahibi Oturuyor,Yatırıma Uygun,2,1.0,1.0,İstanbul,Şişli,Esentepe Mahallesi
35571,4250000,4,1,Merkezi Doğalgaz,Krediye Uygun,,,Boş,Hayır,120,21 Ve Üzeri,4,Mülk Sahibi Oturuyor,,2,,,İstanbul,Şişli,Gülbahar Mahallesi
